Event Type,Expected Footfall,Number of Sponsors,Ticket Price,Sponsor Type,Sponsor Cost,Sponsor Revenue,Sponsor ROI
Entertainment and media events,40389,5,68801.2,In Kind,78936.8,144602.66,83.19
Entertainment and media events,40389,5,68801.2,Food Stalls,8839.22,17678.44,100
Entertainment and media events,40389,5,68801.2,Influencer,65386.31,130772.62,100
Entertainment and media events,40389,5,68801.2,Financial,196060.63,392121.26,100
Sports events,51901,2,83.36,Merchandise,29371.32,57140.05,94.54
Sports events,51901,2,83.36,Merchandise,696.11,1392.22,100
Entertainment and media events,48565,3,88401.43,In Kind,95127.61,157304.72,65.36
Entertainment and media events,48565,3,88401.43,Financial,194850.58,389701.16,100
Entertainment and media events,48565,3,88401.43,Food Stalls,46824.49,93648.98,100
Festivals and fairs,82955,2,0,Influencer,5483.33,10966.66,100
Festivals and fairs,82955,2,0,Merchandise,23339.12,44916.08,92.45
Sports events,44328,4,199.44,Food Stalls,37655.28,75310.56,100
Sports events,44328,4,199.44,Influencer,51849.75,103699.5,100
Sports events,44328,4,199.44,Philanthropy,10138.07,20276.14,100
Sports events,44328,4,199.44,Food Stalls,9986.13,19972.26,100
Festivals and fairs,19920,4,0,Food Stalls,31936.4,63872.8,100
Festivals and fairs,19920,4,0,In Kind,58995.47,117990.94,100
Festivals and fairs,19920,4,0,Influencer,33765.71,67531.42,100
Festivals and fairs,19920,4,0,In Kind,98710.64,197421.28,100
Entertainment and media events,49482,5,44055.01,Philanthropy,6054.38,11496.94,89.89
Entertainment and media events,49482,5,44055.01,Media Sponsorship,23028.16,46056.32,100
Entertainment and media events,49482,5,44055.01,Food Stalls,32687.6,65375.2,100
Entertainment and media events,49482,5,44055.01,Financial,101604.67,203209.34,100
Entertainment and media events,49482,5,44055.01,In Kind,28344.63,43912.54,54.92
Conferences and seminars,3282,3,683.96,Financial,77991.5,155983.0,100
Conferences and seminars,3282,3,683.96,In Kind,9404.91,18088.62,92.33
Conferences and seminars,3282,3,683.96,Influencer,3239.62,5803.0,79.13
Festivals and fairs,92265,5,0,In Kind,25937.04,44458.45,71.41
Festivals and fairs,92265,5,0,In Kind,37646.18,75292.36,100
Festivals and fairs,92265,5,0,Financial,85459.89,170919.78,100
Festivals and fairs,92265,5,0,Media Sponsorship,40274.21,80548.42,100
Festivals and fairs,92265,5,0,Financial,4732.86,9465.72,100
Entertainment and media events,44075,5,15868.03,Media Sponsorship,77527.17,155054.34,100
Entertainment and media events,44075,5,15868.03,Financial,29553.28,59106.56,100
Entertainment and media events,44075,5,15868.03,In Kind,23482.48,46964.96,100
Entertainment and media events,44075,5,15868.03,Media Sponsorship,47758.43,95516.86,100
Entertainment and media events,44075,5,15868.03,Philanthropy,69468.27,130441.73,87.77
Festivals and fairs,95877,3,0,Merchandise,40412.24,80824.48,100
Festivals and fairs,95877,3,0,Media Sponsorship,56172.84,112345.68,100
Festivals and fairs,95877,3,0,In Kind,38998.2,77996.4,100
Conferences and seminars,4377,3,929.22,Influencer,41743.49,82450.51,97.52
Conferences and seminars,4377,3,929.22,Influencer,63236.64,126473.28,100
Conferences and seminars,4377,3,929.22,Food Stalls,12907.77,25815.54,100
Entertainment and media events,18541,5,15944.91,Philanthropy,19110.99,37873.44,98.18
Entertainment and media events,18541,5,15944.91,Influencer,48629.66,97259.32,100
Entertainment and media events,18541,5,15944.91,Philanthropy,73433.55,146867.1,100
Entertainment and media events,18541,5,15944.91,Merchandise,33367.91,66735.82,100
Entertainment and media events,18541,5,15944.91,In Kind,96126.27,158474.43,64.86
Virtual event,6959,5,0,Merchandise,16261.96,24870.11,52.93
Virtual event,6959,5,0,Financial,159213.95,318427.9,100
Virtual event,6959,5,0,Financial,117646.67,211885.55,80.1
Virtual event,6959,5,0,Philanthropy,57427.47,114854.94,100
Virtual event,6959,5,0,Philanthropy,97830.42,150243.42,53.58
Sports events,74927,3,643.37,Financial,109022.74,218045.48,100
Sports events,74927,3,643.37,In Kind,67201.84,134403.68,100
Sports events,74927,3,643.37,Financial,117133.59,234267.18,100
Virtual event,3023,5,0,Influencer,40189.65,79860.54,98.71
Virtual event,3023,5,0,Influencer,43553.81,87107.62,100
Virtual event,3023,5,0,Philanthropy,45155.07,77510.78,71.65
Virtual event,3023,5,0,Philanthropy,49979.98,83886.98,67.84
Virtual event,3023,5,0,Financial,138030.44,276060.88,100
Community and Charity events,4473,4,66.66,Financial,88940.06,177880.12,100
Community and Charity events,4473,4,66.66,Philanthropy,60577.58,65681.04,8.42
Community and Charity events,4473,4,66.66,Food Stalls,22808.73,34482.15,51.18
Community and Charity events,4473,4,66.66,In Kind,41307.65,50740.8,22.84
Virtual event,7596,2,0,Financial,3522.86,6710.19,90.48
Virtual event,7596,2,0,Philanthropy,88721.72,156810.03,76.74
Sports events,74759,2,413.75,Financial,66671.7,133343.4,100
Sports events,74759,2,413.75,Financial,145903.96,291807.92,100
Festivals and fairs,65977,1,0,Philanthropy,19636.01,32598.14,66.01
Conferences and seminars,758,3,84.37,Media Sponsorship,81962.05,96907.48,18.23
Conferences and seminars,758,3,84.37,Philanthropy,24658.54,24658.54,0
Conferences and seminars,758,3,84.37,Merchandise,29198.01,29198.01,0
Virtual event,9265,3,0,Merchandise,10178.81,15356.59,50.87
Virtual event,9265,3,0,In Kind,59600.09,112222.09,88.29
Virtual event,9265,3,0,Philanthropy,35671.25,71342.5,100
Conferences and seminars,730,5,808.42,Influencer,85511.46,85511.46,0
Conferences and seminars,730,5,808.42,In Kind,78567.65,78567.65,0
Conferences and seminars,730,5,808.42,Philanthropy,93304.22,93304.22,0
Conferences and seminars,730,5,808.42,In Kind,20007.77,20007.77,0
Conferences and seminars,730,5,808.42,Merchandise,2114.79,2114.79,0
Entertainment and media events,20905,2,11359.03,In Kind,26852.3,42965.8,60.01
Entertainment and media events,20905,2,11359.03,Financial,74914.19,149828.38,100
Community and Charity events,4507,3,685.46,Influencer,78386.43,156360.36,99.47
Community and Charity events,4507,3,685.46,Media Sponsorship,73791.55,147583.1,100
Community and Charity events,4507,3,685.46,Influencer,1936.54,3188.71,64.66
Virtual event,8049,4,0,Influencer,79300.2,158600.4,100
Virtual event,8049,4,0,Merchandise,4098.37,6402.84,56.23
Virtual event,8049,4,0,Media Sponsorship,70801.56,125551.45,77.33
Virtual event,8049,4,0,Financial,73212.9,146425.8,100
Virtual event,5708,3,0,Influencer,12442.9,20691.27,66.29
Virtual event,5708,3,0,Merchandise,38968.87,77937.74,100
Virtual event,5708,3,0,Philanthropy,44349.87,85116.79,91.92
Sports events,61817,1,176.3,Merchandise,46886.22,93772.44,100
Entertainment and media events,32816,3,46092.97,Influencer,72038.37,144076.74,100
Entertainment and media events,32816,3,46092.97,In Kind,67378.58,97828.7,45.19
Entertainment and media events,32816,3,46092.97,Philanthropy,46706.43,93412.86,100
Sports events,62297,1,852.61,Influencer,62389.53,124779.06,100
Entertainment and media events,14984,5,54364.22,Financial,40358.28,80716.56,100
Entertainment and media events,14984,5,54364.22,Media Sponsorship,69815.18,139630.36,100
Entertainment and media events,14984,5,54364.22,Financial,118680.36,237360.72,100
Entertainment and media events,14984,5,54364.22,Influencer,2960.35,5920.7,100
Entertainment and media events,14984,5,54364.22,Influencer,61885.76,123771.52,100
Conferences and seminars,625,1,66.47,In Kind,86528.18,86528.18,0
Virtual event,3953,1,0,Merchandise,11926.0,18353.34,53.89
Conferences and seminars,315,2,976.97,Philanthropy,80934.14,80934.14,0
Conferences and seminars,315,2,976.97,Media Sponsorship,85182.03,85182.03,0
Conferences and seminars,2371,3,330.86,Philanthropy,79427.18,112397.64,41.51
Conferences and seminars,2371,3,330.86,Media Sponsorship,17506.46,35012.92,100
Conferences and seminars,2371,3,330.86,Influencer,36490.0,67936.43,86.18
Conferences and seminars,2975,5,971.42,Merchandise,21796.86,41993.58,92.66
Conferences and seminars,2975,5,971.42,Media Sponsorship,63256.53,126513.06,100
Conferences and seminars,2975,5,971.42,Merchandise,20578.73,41157.46,100
Conferences and seminars,2975,5,971.42,Media Sponsorship,97261.92,194523.84,100
Conferences and seminars,2975,5,971.42,Influencer,82559.01,165118.02,100
Community and Charity events,1888,4,905.54,Financial,121426.17,242852.34,100
Community and Charity events,1888,4,905.54,Merchandise,42620.37,62487.29,46.61
Community and Charity events,1888,4,905.54,Media Sponsorship,68846.55,128194.35,86.2
Community and Charity events,1888,4,905.54,Media Sponsorship,57607.7,115215.4,100
Entertainment and media events,30654,3,47182.2,Food Stalls,2791.0,5126.91,83.69
Entertainment and media events,30654,3,47182.2,Food Stalls,44522.17,89044.34,100
Entertainment and media events,30654,3,47182.2,Food Stalls,38531.06,77062.12,100
Festivals and fairs,93999,3,0,Financial,22170.57,44341.14,100
Festivals and fairs,93999,3,0,Financial,149636.85,299273.7,100
Festivals and fairs,93999,3,0,Food Stalls,33226.46,62434.1,87.9
Conferences and seminars,115,1,811.73,Financial,132882.84,132882.84,0
Sports events,83816,2,635.93,Food Stalls,11490.87,20218.03,75.95
Sports events,83816,2,635.93,Merchandise,38449.25,76898.5,100
Virtual event,5777,5,0,Merchandise,41787.53,83575.06,100
Virtual event,5777,5,0,In Kind,35239.8,67912.07,92.71
Virtual event,5777,5,0,Merchandise,46729.74,68907.31,47.46
Virtual event,5777,5,0,Philanthropy,28226.93,33724.13,19.48
Virtual event,5777,5,0,Financial,134541.78,269083.56,100
Virtual event,5096,1,0,Merchandise,9445.66,18891.32,100
Virtual event,3611,1,0,Philanthropy,62213.64,77623.95,24.77
Festivals and fairs,57623,4,0,Media Sponsorship,18728.85,37457.7,100
Festivals and fairs,57623,4,0,Media Sponsorship,95555.68,191111.36,100
Festivals and fairs,57623,4,0,Financial,37450.0,74900.0,100
Festivals and fairs,57623,4,0,Influencer,35943.82,71887.64,100
Conferences and seminars,762,4,928.81,Influencer,1428.95,1759.01,23.1
Conferences and seminars,762,4,928.81,Influencer,69996.73,79349.38,13.36
Conferences and seminars,762,4,928.81,Influencer,61395.72,61395.72,0
Conferences and seminars,762,4,928.81,In Kind,67702.0,67702.0,0
Sports events,55179,2,983.76,Influencer,44144.8,88289.6,100
Sports events,55179,2,983.76,Influencer,83159.13,166318.26,100
Community and Charity events,453,2,172.58,In Kind,65450.11,65450.11,0
Community and Charity events,453,2,172.58,Philanthropy,57484.64,57484.64,0
Festivals and fairs,67016,1,0,Financial,161367.07,322734.14,100
Conferences and seminars,3865,4,763.91,Influencer,32356.23,64712.46,100
Conferences and seminars,3865,4,763.91,Influencer,66519.15,133038.3,100
Conferences and seminars,3865,4,763.91,Media Sponsorship,73464.13,146928.26,100
Conferences and seminars,3865,4,763.91,In Kind,65309.59,130619.18,100
Conferences and seminars,1427,2,60.57,Financial,83023.06,141801.77,70.8
Conferences and seminars,1427,2,60.57,Food Stalls,12610.96,21016.33,66.65
Entertainment and media events,11607,4,30581.39,Food Stalls,44101.13,88202.26,100
Entertainment and media events,11607,4,30581.39,Influencer,17172.48,34344.96,100
Entertainment and media events,11607,4,30581.39,In Kind,23922.89,47845.78,100
Entertainment and media events,11607,4,30581.39,Philanthropy,35087.57,68951.92,96.51
Festivals and fairs,84722,1,0,In Kind,34821.93,69643.86,100
Entertainment and media events,28630,1,9407.4,Media Sponsorship,66806.92,133613.84,100
Conferences and seminars,1965,4,272.14,Food Stalls,7813.86,15627.72,100
Conferences and seminars,1965,4,272.14,Food Stalls,19911.24,39822.48,100
Conferences and seminars,1965,4,272.14,Food Stalls,26525.88,53051.76,100
Conferences and seminars,1965,4,272.14,Influencer,54028.63,108057.26,100
Virtual event,8809,4,0,Influencer,98617.23,197234.46,100
Virtual event,8809,4,0,Merchandise,38981.5,70688.61,81.34
Virtual event,8809,4,0,Financial,130934.96,261869.92,100
Virtual event,8809,4,0,Financial,196464.72,392929.44,100
Virtual event,2545,2,0,Media Sponsorship,76042.31,150850.08,98.38
Virtual event,2545,2,0,Media Sponsorship,43313.75,82696.96,90.93
Community and Charity events,1186,1,757.21,Merchandise,16470.86,17731.46,7.65
Festivals and fairs,75543,2,0,Food Stalls,33670.12,67340.24,100
Festivals and fairs,75543,2,0,Merchandise,39799.77,79599.54,100
Conferences and seminars,1850,5,720.12,Merchandise,20936.36,34035.7,62.57
Conferences and seminars,1850,5,720.12,Influencer,46348.2,85592.11,84.67
Conferences and seminars,1850,5,720.12,Philanthropy,50301.74,64617.12,28.46
Conferences and seminars,1850,5,720.12,In Kind,82695.11,165390.22,100
Conferences and seminars,1850,5,720.12,Merchandise,46044.26,92088.52,100
Sports events,70724,2,727.3,Media Sponsorship,85116.67,170233.34,100
Sports events,70724,2,727.3,In Kind,8015.13,16030.26,100
Sports events,5879,5,958.54,Financial,160807.37,321614.74,100
Sports events,5879,5,958.54,Philanthropy,52865.24,105730.48,100
Sports events,5879,5,958.54,Food Stalls,35234.16,70468.32,100
Sports events,5879,5,958.54,In Kind,8295.79,16142.75,94.59
Sports events,5879,5,958.54,Food Stalls,37914.23,75828.46,100
Entertainment and media events,10483,2,63375.62,Financial,146274.17,292548.34,100
Entertainment and media events,10483,2,63375.62,In Kind,43189.89,79076.63,83.09
Virtual event,2054,5,0,Influencer,95202.23,187293.28,96.73
Virtual event,2054,5,0,Merchandise,9036.72,12888.38,42.62
Virtual event,2054,5,0,Financial,28122.03,56244.06,100
Virtual event,2054,5,0,Financial,87121.56,174243.12,100
Virtual event,2054,5,0,In Kind,61414.98,85868.99,39.82
Community and Charity events,3157,4,497.45,Influencer,49043.76,98087.52,100
Community and Charity events,3157,4,497.45,Influencer,99201.62,198403.24,100
Community and Charity events,3157,4,497.45,Merchandise,3341.52,5359.01,60.38
Community and Charity events,3157,4,497.45,In Kind,74995.9,121933.44,62.59
Festivals and fairs,24404,2,0,Influencer,55522.44,111044.88,100
Festivals and fairs,24404,2,0,In Kind,9003.48,18006.96,100
Entertainment and media events,33278,1,94236.64,Philanthropy,79508.91,159017.82,100
Virtual event,7179,2,0,Philanthropy,10482.59,12678.36,20.95
Virtual event,7179,2,0,In Kind,36694.95,67277.12,83.34
Conferences and seminars,578,5,482.2,Food Stalls,37404.19,37404.19,0
Conferences and seminars,578,5,482.2,Philanthropy,58770.59,58770.59,0
Conferences and seminars,578,5,482.2,Merchandise,6490.82,6490.82,0
Conferences and seminars,578,5,482.2,Food Stalls,38514.1,38514.1,0
Conferences and seminars,578,5,482.2,In Kind,29138.64,29138.64,0
Community and Charity events,1414,1,183.32,Media Sponsorship,79229.25,125399.62,58.27
Festivals and fairs,13392,4,0,Influencer,89587.8,179175.6,100
Festivals and fairs,13392,4,0,In Kind,87278.82,174557.64,100
Festivals and fairs,13392,4,0,Financial,103207.5,206415.0,100
Festivals and fairs,13392,4,0,Philanthropy,59702.17,113185.28,89.58
Sports events,90455,1,66.3,Merchandise,29556.39,59112.78,100
Conferences and seminars,1897,1,279.34,Merchandise,34893.83,61226.61,75.47
Virtual event,2033,5,0,Financial,171430.73,342861.46,100
Virtual event,2033,5,0,Merchandise,6972.8,13925.56,99.71
Virtual event,2033,5,0,Financial,33251.21,66502.42,100
Virtual event,2033,5,0,Influencer,33082.33,66164.66,100
Virtual event,2033,5,0,In Kind,16234.5,32469.0,100
Sports events,4443,3,571.12,Media Sponsorship,41189.02,82378.04,100
Sports events,4443,3,571.12,Food Stalls,10606.09,21212.18,100
Sports events,4443,3,571.12,In Kind,20141.36,40282.72,100
Sports events,73942,2,487.72,Influencer,58904.63,117809.26,100
Sports events,73942,2,487.72,In Kind,13643.27,27286.54,100
Conferences and seminars,1979,1,877.7,Philanthropy,26166.12,33663.15,28.65
Community and Charity events,2704,5,586.79,Merchandise,44087.44,74363.02,68.67
Community and Charity events,2704,5,586.79,Food Stalls,15789.54,22824.81,44.56
Community and Charity events,2704,5,586.79,Food Stalls,22065.36,33246.05,50.67
Community and Charity events,2704,5,586.79,Food Stalls,24654.16,32292.6,30.98
Community and Charity events,2704,5,586.79,Influencer,23615.1,43329.32,83.48
Festivals and fairs,72474,5,0,Financial,45407.67,90815.34,100
Festivals and fairs,72474,5,0,Influencer,5635.83,11271.66,100
Festivals and fairs,72474,5,0,Merchandise,48214.39,96428.78,100
Festivals and fairs,72474,5,0,Philanthropy,46374.88,92749.76,100
Festivals and fairs,72474,5,0,In Kind,31252.43,62504.86,100
Virtual event,4026,1,0,Philanthropy,44379.47,86727.09,95.42
Entertainment and media events,49672,1,50046.67,Financial,108536.57,217073.14,100
Entertainment and media events,32013,4,9215.38,Philanthropy,32732.78,65209.29,99.22
Entertainment and media events,32013,4,9215.38,Philanthropy,35802.81,53030.64,48.12
Entertainment and media events,32013,4,9215.38,Philanthropy,52534.04,105068.08,100
Entertainment and media events,32013,4,9215.38,In Kind,88778.25,177556.5,100
Entertainment and media events,2283,5,6194.74,Financial,24261.17,48522.34,100
Entertainment and media events,2283,5,6194.74,Influencer,25353.2,50706.4,100
Entertainment and media events,2283,5,6194.74,Financial,45457.88,90915.76,100
